product_id,category_id
P1080,SHIRT
P1081,PANTS
P1082,PANTS
P1082,SHOES
P1082,SHIRT
P1083,LONGSLEEVE
P1083,SHIRT
P1084,NOT_SURE
P1084,SHIRT
P1085,PANTS
P1085,SHORTS
P1086,SHOES
P1087,PANTS
P1087,SHIRT
P1087,SET
P1088,DRESS
P1089,NOT_SURE
P1089,SHIRT
P1090,PANTS
P1091,SHOES
P1092,SHIRT
P1092,OUTWEAR
P1093,SHOES
P1094,SHOES
P1094,HAT
P1095,PANTS
P1096,SHOES
P1097,SHOES
P1098,SHOES
P1099,SHOES
P1099,HAT
P1100,NOT_SURE
P1100,SHOES
P1101,SHOES
P1102,SHOES
P1103,SHOES
P1104,PANTS
P1105,PANTS
P1106,SHOES
P1107,SHOES
P1108,SHOES
P1109,PANTS
P1109,DRESS
P1109,SKIRT
P1110,PANTS
P1111,SHOES
P1112,SHOES
P1113,SHOES
P1113,HAT
P1114,NOT_SURE
P1114,SHIRT
P1115,HAT
P1115,SET
P1116,PANTS
P1116,LONGSLEEVE
P1116,SHORTS
P1117,PANTS
P1117,SHIRT
P1117,SET
P1118,DRESS
P1118,SKIRT
P1119,SHOES
P1119,HAT
P1120,PANTS
P1120,SET
P1121,SHOES
P1122,HAT
P1123,PANTS
P1123,DRESS
P1123,SHIRT
P1124,SHOES
P1125,SHOES
P1125,HAT
P1126,SHOES
P1127,SHOES
P1128,SHOES
P1129,SHOES
P1130,SHOES
P1131,PANTS
P1131,SHORTS
P1132,HAT
P1133,PANTS
P1133,SHOES
P1133,SET
P1134,SHOES
P1134,UNDERSHIRT
P1135,SHIRT
P1135,SET
P1136,SHOES
P1137,PANTS
P1137,SHIRT
P1138,NOT_SURE
P1139,SHIRT
P1139,SET
P1140,SET
P1141,PANTS
P1141,DRESS
P1141,SHIRT
P1142,SHOES
P1143,SHOES
P1144,SHOES
P1145,SHOES
P1146,SHOES
P1147,SHOES
P1148,PANTS
P1148,SET
P1149,NOT_SURE
P1149,PANTS
P1149,DRESS
P1150,SHIRT
P1151,PANTS
P1152,DRESS
P1153,SHOES
P1154,SHIRT
P1155,SHOES
P1156,SHOES
P1157,SHOES
P1158,SHOES
P1159,SHOES
P1159,DRESS
P1160,SHOES
P1161,SHOES
P1162,SHOES
P1163,HAT
P1164,DRESS
P1164,SKIRT
P1165,PANTS
P1165,SHORTS
P1166,PANTS
P1166,SHIRT
P1166,SHORTS
P1167,SHOES
P1167,HAT
P1168,SHOES
P1169,SHOES
P1170,HAT
P1170,SET
P1171,HAT
P1171,SET
P1172,PANTS
P1173,SHOES
P1174,SHOES
P1175,PANTS
P1175,SET
P1176,HAT
P1177,LONGSLEEVE
P1177,SHIRT
P1178,PANTS
P1178,LONGSLEEVE
P1178,SHIRT
P1179,SHOES
P1180,PANTS
P1181,SHOES
P1182,SHOES
P1183,DRESS
P1184,SHOES
P1185,SHOES
P1186,PANTS
P1187,PANTS
P1187,SHIRT
P1188,HAT
P1189,SHIRT
P1190,SHOES
P1190,HAT
P1191,HAT
P1192,SHOES
P1193,SET
P1194,SHOES
P1194,HAT
P1195,SHOES
P1196,PANTS
P1196,DRESS
P1196,SHIRT
P1197,PANTS
P1197,DRESS
P1197,SHIRT
P1198,SHOES
P1199,SET
P1200,SHIRT
P1201,SHIRT
P1202,SHOES
P1202,SHIRT
P1203,SHOES
P1204,HAT
P1205,NOT_SURE
P1206,SHOES
P1207,PANTS
P1207,SHORTS
P1208,SHIRT
P1208,HOODIE
P1208,OUTWEAR
P1209,SET
P1210,SET
P1211,NOT_SURE
P1211,PANTS
P1211,SHIRT
P1212,SET
P1213,SET
P1214,SET
P1215,SET
P1216,SHIRT
P1216,SET
P1217,SET
P1218,SET
P1219,PANTS
P1219,SHIRT
P1219,SET
P1220,PANTS
P1220,SHIRT
P1220,SET
P1221,PANTS
P1221,SHIRT
P1221,SET
P1222,SET
P1223,PANTS
P1223,SET
P1224,PANTS
P1224,SHIRT
P1224,SET
P1225,PANTS
P1225,SHIRT
P1225,SET
P1226,PANTS
P1226,SHIRT
P1226,SET
P1227,PANTS
P1227,SET
P1228,PANTS
P1228,SHORTS
P1228,SET
P1229,SET
P1230,LONGSLEEVE
P1230,SET
P1231,SET
P1232,NOT_SURE
P1232,PANTS
P1232,SHIRT
P1233,PANTS
P1233,SHIRT
P1233,SET
P1234,PANTS
P1234,SET
P1235,NOT_SURE
P1235,PANTS
P1235,SHIRT
P1236,PANTS
P1236,SHIRT
P1236,SHORTS
P1237,PANTS
P1237,SHIRT
P1237,SET
P1238,SET
P1239,SET
P1240,PANTS
P1240,SHIRT
P1240,SHORTS
P1241,PANTS
P1241,SHIRT
P1241,SET
P1242,PANTS
P1242,SHIRT
P1242,SET
P1243,PANTS
P1243,SHIRT
P1243,SET
P1244,SET
P1245,SET
P1246,NOT_SURE
P1246,PANTS
P1246,SHIRT
P1247,PANTS
P1247,SHIRT
P1247,SET
P1248,PANTS
P1248,SHIRT
P1248,SET
P1249,SET
P1250,PANTS
P1250,SHIRT
P1250,SET
P1251,PANTS
P1251,SHIRT
P1251,SET
P1252,DRESS
P1252,SHIRT
P1252,SKIRT
P1253,NOT_SURE
P1253,PANTS
P1253,SHIRT
P1254,NOT_SURE
P1254,PANTS
P1254,SHIRT
P1255,PANTS
P1255,SHIRT
P1255,SET
P1256,SET
P1257,SET
P1258,NOT_SURE
P1258,PANTS
P1258,SHIRT
P1259,NOT_SURE
P1259,PANTS
P1259,DRESS
P1260,PANTS
P1260,SHIRT
P1260,SET
P1261,PANTS
P1261,SET
P1262,PANTS
P1262,LONGSLEEVE
P1262,SHIRT
P1263,NOT_SURE
P1263,PANTS
P1263,SHIRT
P1264,SET
P1265,DRESS
P1265,SHIRT
P1265,SKIRT
P1266,PANTS
P1266,SHIRT
P1266,SET
P1267,SET
P1268,PANTS
P1268,LONGSLEEVE
P1268,SHIRT
P1269,PANTS
P1269,SHIRT
P1269,SET
P1270,PANTS
P1270,SHIRT
P1270,SET
P1271,PANTS
P1271,DRESS
P1271,SHIRT
P1272,PANTS
P1272,LONGSLEEVE
P1272,SHIRT
P1273,NOT_SURE
P1273,PANTS
P1273,SHIRT
P1274,NOT_SURE
P1274,SHIRT
P1274,SET
P1275,NOT_SURE
P1275,PANTS
P1275,SHIRT
P1276,PANTS
P1276,SET
P1277,NOT_SURE
P1277,PANTS
P1277,SKIRT
P1278,PANTS
P1278,SHIRT
P1278,SET
P1279,PANTS
P1279,SHIRT
P1279,SET
P1280,SET
P1281,DRESS
P1281,SHIRT
P1281,SKIRT
P1282,PANTS
P1282,SHIRT
P1282,SET
P1283,NOT_SURE
P1283,SET
P1284,PANTS
P1284,LONGSLEEVE
P1284,SHIRT
P1285,SET
P1286,PANTS
P1286,LONGSLEEVE
P1286,SHIRT
P1287,SET
P1288,NOT_SURE
P1288,PANTS
P1288,SHIRT
P1289,DRESS
P1289,SHIRT
P1289,SKIRT
P1290,NOT_SURE
P1290,PANTS
P1290,SHIRT
P1291,PANTS
P1291,SHIRT
P1291,SET
P1292,NOT_SURE
P1292,PANTS
P1292,SHIRT
P1293,DRESS
P1293,SKIRT
P1293,SET
P1294,PANTS
P1294,DRESS
P1294,SET
P1295,PANTS
P1295,SHIRT
P1295,SET
P1296,NOT_SURE
P1296,PANTS
P1296,SHIRT
P1297,SET
P1298,PANTS
P1298,SHORTS
P1298,SET
P1299,PANTS
P1299,SHIRT
P1299,SET
P1300,NOT_SURE
P1300,PANTS
P1300,SHIRT
P1301,NOT_SURE
P1301,PANTS
P1301,SHIRT
P1302,PANTS
P1302,DRESS
P1302,SHIRT
P1303,NOT_SURE
P1303,PANTS
P1303,SHIRT
P1304,PANTS
P1304,SHORTS
P1304,SET
P1305,PANTS
P1305,LONGSLEEVE
P1305,SHIRT
P1306,PANTS
P1306,SET
P1307,PANTS
P1307,SET
P1308,NOT_SURE
P1308,PANTS
P1308,SHIRT
P1309,NOT_SURE
P1309,PANTS
P1309,DRESS
P1310,PANTS
P1310,SHIRT
P1310,SET
P1311,PANTS
P1311,SHIRT
P1311,SET
P1312,SET
P1313,SET
P1314,SET
P1315,NOT_SURE
P1315,PANTS
P1315,SHIRT
P1316,PANTS
P1316,DRESS
P1316,SHIRT
P1317,SET
P1318,SET
P1319,SET
P1320,SET
P1321,NOT_SURE
P1321,PANTS
P1321,SHIRT
P1322,NOT_SURE
P1322,PANTS
P1322,SHIRT
P1323,PANTS
P1323,SHIRT
P1323,SET
P1324,PANTS
P1324,SHIRT
P1324,HOODIE
P1325,SET
P1326,PANTS
P1326,SET
P1327,SET
P1328,SET
P1329,PANTS
P1329,SHIRT
P1329,SHORTS
P1330,PANTS
P1330,SHIRT
P1330,SET
P1331,PANTS
P1331,SHIRT
P1331,SET
P1332,DRESS
P1332,SHIRT
P1332,SKIRT
P1333,PANTS
P1333,SHIRT
P1333,SET
P1334,NOT_SURE
P1334,PANTS
P1334,SHIRT
P1335,NOT_SURE
P1335,PANTS
P1335,SHIRT
P1336,PANTS
P1336,SHIRT
P1336,SET
P1337,PANTS
P1337,SET
P1338,DRESS
P1338,SHIRT
P1338,SKIRT
P1339,PANTS
P1339,SHIRT
P1339,SET
P1340,PANTS
P1340,SHIRT
P1340,SHORTS
P1341,NOT_SURE
P1341,DRESS
P1341,SHIRT
P1342,PANTS
P1342,SHIRT
P1342,SET
P1343,PANTS
P1343,SHIRT
P1343,SET
P1344,SET
P1345,PANTS
P1345,SHIRT
P1345,SET
P1346,PANTS
P1346,SHIRT
P1346,SET
P1347,NOT_SURE
P1347,PANTS
P1347,SHIRT
P1348,PANTS
P1348,SHIRT
P1348,SET
P1349,NOT_SURE
P1349,DRESS
P1349,SHIRT
P1350,PANTS
P1350,SHIRT
P1350,SET
P1351,PANTS
P1351,SHIRT
P1351,SHORTS
P1352,NOT_SURE
P1352,PANTS
P1352,SHIRT
P1353,NOT_SURE
P1353,PANTS
P1353,SHIRT
P1354,PANTS
P1354,SHIRT
P1354,SET
P1355,NOT_SURE
P1355,PANTS
P1355,SHIRT
P1356,SHIRT
P1356,SET
P1357,PANTS
P1357,SHIRT
P1357,SET
P1358,NOT_SURE
P1358,PANTS
P1358,SHIRT
P1359,SET
P1360,PANTS
P1360,SHIRT
P1360,SHORTS
P1361,PANTS
P1361,SHIRT
P1361,SET
P1362,NOT_SURE
P1362,PANTS
P1362,SHIRT
P1363,SET
P1364,NOT_SURE
P1364,PANTS
P1364,SHIRT
P1365,PANTS
P1365,SHIRT
P1365,SET
P1366,PANTS
P1366,SET
P1367,PANTS
P1367,SET
P1368,NOT_SURE
P1368,DRESS
P1368,SHIRT
P1369,PANTS
P1369,SHIRT
P1369,SET
P1370,PANTS
P1370,SHIRT
P1370,SET
P1371,PANTS
P1371,SHIRT
P1371,SET
P1372,PANTS
P1372,SHIRT
P1372,SHORTS
P1373,NOT_SURE
P1373,PANTS
P1373,SHIRT
P1374,PANTS
P1374,SET
P1375,DRESS
P1375,SHIRT
P1375,SKIRT
P1376,PANTS
P1376,SHIRT
P1376,SET
P1377,PANTS
P1377,SHIRT
P1377,SET
P1378,LONGSLEEVE
P1378,DRESS
P1378,SHIRT
P1379,PANTS
P1379,SHIRT
P1379,SET
P1380,SET
P1381,PANTS
P1381,SHIRT
P1381,SET
P1382,PANTS
P1382,SHIRT
P1382,SET
P1383,PANTS
P1383,SHIRT
P1383,SET
P1384,DRESS
P1384,SHIRT
P1384,SKIRT
P1385,SET
P1386,PANTS
P1386,SET
P1387,SET
P1388,PANTS
P1388,SHIRT
P1388,SET
P1389,NOT_SURE
P1389,PANTS
P1389,SHIRT
P1390,SET
P1391,PANTS
P1391,SHORTS
P1391,SET
P1392,SET
P1393,DRESS
P1393,SET
P1394,DRESS
P1394,SHIRT
P1394,SKIRT
P1395,PANTS
P1395,SHIRT
P1395,SHORTS
P1396,PANTS
P1396,SHIRT
P1396,SET
P1397,SET
P1398,SET
P1399,PANTS
P1399,SHIRT
P1399,BODY
P1400,SET
P1401,NOT_SURE
P1401,PANTS
P1401,SHIRT
P1402,DRESS
P1402,SHIRT
P1402,SET
P1403,SHIRT
P1403,SET
P1404,SET
P1405,PANTS
P1405,SHIRT
P1405,SET
P1406,PANTS
P1407,PANTS
P1407,SHIRT
P1407,SET
P1408,PANTS
P1408,SHIRT
P1408,SET
P1409,PANTS
P1409,SHIRT
P1409,SET
P1410,DRESS
P1410,SHIRT
P1410,SKIRT
P1411,PANTS
P1411,SHIRT
P1411,SET
P1412,PANTS
P1412,SET
P1413,SET
P1414,SET
P1415,PANTS
P1415,LONGSLEEVE
P1415,SHIRT
P1416,PANTS
P1416,SHIRT
P1416,SHORTS
P1417,SET
P1418,NOT_SURE
P1418,PANTS
P1418,SHIRT
P1419,PANTS
P1419,SHIRT
P1419,SET
P1420,PANTS
P1420,SHIRT
P1420,SET
P1421,PANTS
P1421,LONGSLEEVE
P1421,SHIRT
P1422,SET
P1423,NOT_SURE
P1423,PANTS
P1423,SHIRT
P1424,PANTS
P1424,LONGSLEEVE
P1424,SHIRT
P1425,NOT_SURE
P1425,PANTS
P1425,SHIRT
P1426,NOT_SURE
P1426,PANTS
P1426,SHIRT
P1427,SET
P1428,PANTS
P1428,SHIRT
P1428,SET
P1429,SHIRT
P1429,SET
P1430,PANTS
P1430,LONGSLEEVE
P1430,SHIRT
P1431,DRESS
P1431,SHIRT
P1431,SKIRT
P1432,SET
P1433,SET
P1434,PANTS
P1434,SHIRT
P1434,SET
P1435,SET
P1436,SET
P1437,PANTS
P1437,SET
P1438,PANTS
P1438,SET
P1439,PANTS
P1439,SHIRT
P1439,HOODIE
P1440,PANTS
P1441,NOT_SURE
P1441,PANTS
P1441,SHIRT
P1442,PANTS
P1442,SHIRT
P1442,SET
P1443,PANTS
P1443,SHIRT
P1443,SET
P1444,PANTS
P1444,SHIRT
P1444,SET
P1445,DRESS
P1445,SHIRT
P1445,OUTWEAR
P1446,DRESS
P1446,SHIRT
P1446,SKIRT
P1447,PANTS
P1447,SHIRT
P1447,SET
P1448,PANTS
P1448,SHIRT
P1448,SET
P1449,DRESS
P1449,SHIRT
P1449,SKIRT
P1450,PANTS
P1450,SHIRT
P1450,SET
P1451,PANTS
P1451,SHIRT
P1451,SET
P1452,PANTS
P1452,SHIRT
P1452,SHORTS
P1453,PANTS
P1453,SHIRT
P1453,SET
P1454,DRESS
P1454,SHIRT
P1454,SKIRT
P1455,PANTS
P1455,SHIRT
P1455,SET
P1456,NOT_SURE
P1456,DRESS
P1456,SHIRT
P1457,SET
P1458,SET
P1459,PANTS
P1459,SHIRT
P1459,SET
P1460,PANTS
P1460,SHIRT
P1460,SET
P1461,NOT_SURE
P1461,PANTS
P1461,SHIRT
P1462,SHIRT
P1462,SET
P1463,PANTS
P1463,SHIRT
P1463,SHORTS
P1464,PANTS
P1464,SHIRT
P1464,SET
P1465,PANTS
P1465,SHIRT
P1465,SET
P1466,PANTS
P1466,DRESS
P1466,SHIRT
P1467,SHIRT
P1467,SET
P1468,SET
P1469,SET
P1470,PANTS
P1470,SHIRT
P1470,SET
P1471,PANTS
P1471,SHIRT
P1471,SET
P1472,LONGSLEEVE
P1472,SET
P1473,PANTS
P1473,SHIRT
P1473,SHORTS
P1474,PANTS
P1474,SHIRT
P1474,SET
P1475,SET
P1476,PANTS
P1476,SET
P1477,PANTS
P1477,SHIRT
P1477,SET
P1478,PANTS
P1478,SHIRT
P1478,SET
P1479,PANTS
P1479,SHIRT
P1479,SHORTS
P1480,NOT_SURE
P1480,SHIRT
P1480,SET
P1481,PANTS
P1481,SHIRT
P1481,SHORTS
P1482,SET
P1483,SET
P1484,PANTS
P1484,SHIRT
P1484,SKIRT
P1485,PANTS
P1485,SET
P1486,PANTS
P1486,LONGSLEEVE
P1486,SHIRT
P1487,NOT_SURE
P1487,PANTS
P1487,SHIRT
P1488,PANTS
P1488,SHORTS
P1488,SET
P1489,PANTS
P1489,LONGSLEEVE
P1489,SHIRT
P1490,PANTS
P1490,SHIRT
P1490,SET
P1491,SHORTS
P1491,SET
P1492,PANTS
P1492,SHIRT
P1492,SHORTS
P1493,SET
P1494,PANTS
P1494,SHIRT
P1494,SET
P1495,PANTS
P1495,LONGSLEEVE
P1495,SHIRT
P1496,PANTS
P1496,LONGSLEEVE
P1496,SHIRT
P1497,SET
P1498,SET
P1499,NOT_SURE
P1499,DRESS
P1499,SHIRT
P1500,SET
P1501,DRESS
P1501,SHIRT
P1501,SKIRT
P1502,SET
P1503,SET
P1504,SET
P1505,DRESS
P1505,SET
P1506,DRESS
P1506,SHIRT
P1506,SET
P1507,SET
P1508,SET
P1509,PANTS
P1509,SHIRT
P1509,SHORTS
P1510,DRESS
P1510,SHIRT
P1510,SKIRT
P1511,SHIRT
P1511,SET
P1512,PANTS
P1512,SHIRT
P1512,SET
P1513,PANTS
P1513,SHIRT
P1513,SHORTS
P1514,PANTS
P1515,PANTS
P1515,SHIRT
P1515,SHORTS
P1516,PANTS
P1516,SET
P1517,NOT_SURE
P1517,PANTS
P1517,SHIRT
P1518,PANTS
P1518,LONGSLEEVE
P1518,SHIRT
P1519,PANTS
P1519,SHIRT
P1519,SHORTS
P1520,DRESS
P1520,SHIRT
P1520,SKIRT
P1521,HAT
P1521,SET
P1522,SHIRT
P1522,SET
P1523,SET
P1524,PANTS
P1524,SET
P1525,PANTS
P1525,SET
P1526,PANTS
P1526,SET
P1527,SET
P1528,SET
P1529,NOT_SURE
P1529,PANTS
P1529,SHIRT
P1530,SET
P1531,SET
P1532,SET
P1533,PANTS
P1533,SHIRT
P1533,SHORTS
P1534,SET
P1535,PANTS
P1535,SET
P1536,PANTS
P1536,DRESS
P1536,SHIRT
P1537,LONGSLEEVE
P1537,DRESS
P1537,SHIRT
P1538,SET
P1539,SET
P1540,PANTS
P1540,SET
P1541,PANTS
P1541,SHIRT
P1541,SET
P1542,SET
P1543,SET
P1544,PANTS
P1544,SHIRT
P1544,SET
P1545,PANTS
P1545,SHIRT
P1545,HOODIE
P1546,DRESS
P1546,SHIRT
P1546,SKIRT
P1547,PANTS
P1547,SHIRT
P1547,SET
P1548,PANTS
P1548,LONGSLEEVE
P1548,SHIRT
P1549,SET
P1550,PANTS
P1550,SHIRT
P1550,SET
P1551,SET
P1552,SHIRT
P1552,SET
P1553,PANTS
P1553,SHIRT
P1553,SET
P1554,PANTS
P1554,DRESS
P1554,SHIRT
P1555,NOT_SURE
P1556,NOT_SURE
P1556,PANTS
P1556,SHIRT
P1557,PANTS
P1557,SET
P1558,PANTS
P1558,SHIRT
P1558,SHORTS
P1559,SET
P1560,DRESS
P1560,SHIRT
P1560,OUTWEAR
P1561,NOT_SURE
P1561,PANTS
P1561,SHIRT
P1562,NOT_SURE
P1562,DRESS
P1562,SHIRT
P1563,PANTS
P1563,SET
P1564,DRESS
P1564,SHIRT
P1564,SKIRT
P1565,PANTS
P1565,SHIRT
P1565,SHORTS
P1566,PANTS
P1567,PANTS
P1567,SET
P1568,PANTS
P1568,DRESS
P1568,SHIRT
P1569,PANTS
P1569,SHIRT
P1569,SET
P1570,PANTS
P1570,SHIRT
P1570,SET
P1571,NOT_SURE
P1571,PANTS
P1571,SHIRT
P1572,PANTS
P1572,LONGSLEEVE
P1572,SHIRT
P1573,SET
P1574,NOT_SURE
P1574,DRESS
P1574,SHIRT
P1575,SET
P1576,SET
P1577,SET
P1578,SET
P1579,PANTS
P1579,SHIRT
P1579,SET
P1580,SET
P1581,SET
P1582,SET
P1583,SHIRT
P1583,SET
P1584,SET
P1585,SET
P1586,SET
P1587,SET
P1588,NOT_SURE
P1588,PANTS
P1588,SHIRT
P1589,SET
P1590,SET
P1591,PANTS
P1591,SHIRT
P1591,SET
P1592,PANTS
P1592,SHIRT
P1592,SET
P1593,SET
P1594,PANTS
P1594,SHIRT
P1594,SET
P1595,NOT_SURE
P1595,PANTS
P1595,SHIRT
P1596,PANTS
P1596,SHIRT
P1596,SET
P1597,PANTS
P1597,SET
P1598,DRESS
P1598,SHIRT
P1598,SKIRT
P1599,PANTS
P1599,SET
P1600,PANTS
P1600,DRESS
P1600,SHIRT
P1601,SET
P1602,PANTS
P1602,SET
P1603,SET
P1604,SET
P1605,PANTS
P1605,DRESS
P1605,SET
P1606,SET
P1607,SET
P1608,PANTS
P1608,DRESS
P1608,SHIRT
P1609,SET
P1610,DRESS
P1610,SHIRT
P1610,SKIRT
P1611,PANTS
P1611,SHIRT
P1611,SET
P1612,HAT
P1612,SET
P1613,PANTS
P1613,SHIRT
P1613,SET
P1614,NOT_SURE
P1614,PANTS
P1614,SHIRT
P1615,PANTS
P1615,SHORTS
P1615,SET
P1616,NOT_SURE
P1616,PANTS
P1616,SHIRT
P1617,SET
P1618,NOT_SURE
P1618,PANTS
P1618,SHIRT
P1619,PANTS
P1619,SHIRT
P1619,SET
P1620,SET
P1621,PANTS
P1621,SET
P1622,SET
P1623,NOT_SURE
P1623,PANTS
P1623,SHIRT
P1624,SET
P1625,PANTS
P1625,SHIRT
P1625,SET
P1626,DRESS
P1626,SHIRT
P1626,OUTWEAR
P1627,PANTS
P1627,SET
P1628,SET
P1629,NOT_SURE
P1629,DRESS
P1629,SHIRT
P1630,PANTS
P1630,SHIRT
P1630,SET
P1631,SHIRT
P1631,SET
P1632,PANTS
P1632,SHIRT
P1632,SET
P1633,NOT_SURE
P1633,PANTS
P1633,SHIRT
P1634,DRESS
P1634,SHIRT
P1635,PANTS
P1635,SHIRT
P1635,SET
P1636,PANTS
P1636,SHIRT
P1636,SET
P1637,PANTS
P1637,SHIRT
P1637,SET
P1638,PANTS
P1638,SHIRT
P1638,SET
P1639,SET
P1640,SET
P1641,SET
P1642,SET
P1643,DRESS
P1643,SHIRT
P1643,SKIRT
P1644,SET
P1645,SHIRT
P1645,SET
P1646,NOT_SURE
P1646,DRESS
P1646,SHIRT
P1647,SHIRT
P1647,SET
P1648,SET
P1649,PANTS
P1649,SET
P1650,SET
P1651,DRESS
P1651,SHIRT
P1651,SKIRT
P1652,SET
P1653,DRESS
P1653,SET
P1654,SET
P1655,PANTS
P1655,SET
P1656,SET
P1657,PANTS
P1657,SET
P1658,NOT_SURE
P1658,PANTS
P1658,SHIRT
P1659,SET
P1660,PANTS
P1660,SHIRT
P1660,SET
P1661,NOT_SURE
P1661,DRESS
P1661,SHIRT
P1662,SET
P1663,SET
P1664,DRESS
P1664,SHIRT
P1664,SET
P1665,PANTS
P1665,SET
P1666,PANTS
P1666,SHIRT
P1666,SET
P1667,PANTS
P1667,SHIRT
P1667,SET
P1668,PANTS
P1668,LONGSLEEVE
P1668,SHIRT
P1669,PANTS
P1669,SHIRT
P1669,SHORTS
P1670,SET
P1671,PANTS
P1671,SHIRT
P1671,SET
P1672,PANTS
P1672,DRESS
P1672,SHIRT
P1673,DRESS
P1673,SKIRT
P1673,SET
P1674,NOT_SURE
P1674,DRESS
P1674,SHIRT
P1675,SHIRT
P1675,SET
P1676,PANTS
P1676,SET
P1677,DRESS
P1677,SHIRT
P1677,SET
P1678,SET
P1679,SET
P1680,PANTS
P1680,SHIRT
P1680,SET
P1681,SET
P1682,NOT_SURE
P1682,PANTS
P1682,SHIRT
P1683,PANTS
P1683,SET
P1684,SET
P1685,SHIRT
P1685,SET
P1686,SET
P1687,NOT_SURE
P1687,DRESS
P1687,SHIRT
P1688,PANTS
P1688,DRESS
P1688,SHIRT
P1689,NOT_SURE
P1689,PANTS
P1689,SHIRT
P1690,NOT_SURE
P1690,DRESS
P1690,SHIRT
P1691,SET
P1692,SET
P1693,SET
P1694,SET
P1695,SET
P1696,PANTS
P1696,SHIRT
P1696,SET
P1697,DRESS
P1697,SHIRT
P1697,SET
P1698,SET
P1699,SET
P1700,NOT_SURE
P1700,PANTS
P1700,SHIRT
P1701,PANTS
P1701,SET
P1702,PANTS
P1702,LONGSLEEVE
P1702,SHIRT
P1703,PANTS
P1704,PANTS
P1704,SHIRT
P1704,SHORTS
P1705,PANTS
P1705,SHORTS
P1705,SKIRT
P1706,SET
P1707,PANTS
P1707,SHIRT
P1707,SHORTS
P1708,PANTS
P1708,SET
P1709,PANTS
P1709,SHIRT
P1709,SET
P1710,PANTS
P1710,SET
P1711,NOT_SURE
P1711,PANTS
P1711,SHIRT
P1712,DRESS
P1712,SHIRT
P1712,SKIRT
P1713,PANTS
P1713,SET
P1714,PANTS
P1714,SHIRT
P1714,SHORTS
P1715,SET
P1716,SET
P1717,PANTS
P1717,SET
P1718,SET
P1719,HAT
P1719,SET
P1720,SET
P1721,PANTS
P1721,SHIRT
P1721,SET
P1722,NOT_SURE
P1722,PANTS
P1722,SHIRT
P1723,SET
P1724,PANTS
P1724,SET
P1725,SET
P1726,SET
P1727,PANTS
P1727,SET
P1728,SET
P1729,PANTS
P1729,LONGSLEEVE
P1729,SHIRT
P1730,SET
P1731,PANTS
P1731,SET
P1732,PANTS
P1732,SHIRT
P1732,SET
P1733,SET
P1734,PANTS
P1734,SET
P1735,SET
P1736,SET
P1737,SET
P1738,PANTS
P1738,SHIRT
P1738,SET
P1739,NOT_SURE
P1739,PANTS
P1739,SHIRT
P1740,PANTS
P1740,SHIRT
P1740,SET
P1741,PANTS
P1742,SET
P1743,NOT_SURE
P1743,PANTS
P1743,SHIRT
P1744,PANTS
P1744,SHIRT
P1744,SET
P1745,DRESS
P1745,SHIRT
P1745,SKIRT
P1746,SET
P1747,DRESS
P1747,SHIRT
P1747,SKIRT
P1748,PANTS
P1748,SHIRT
P1748,SET
P1749,SET
P1750,SET
P1751,SET
P1752,SET
P1753,PANTS
P1753,SHIRT
P1753,SET
P1754,SET
P1755,SET
P1756,SET
P1757,SHIRT
P1757,SET
P1758,SET
P1759,PANTS
P1759,LONGSLEEVE
P1759,SHIRT
P1760,PANTS
P1760,SET
P1761,PANTS
P1761,SHIRT
P1761,SET
P1762,NOT_SURE
P1762,DRESS
P1762,SHIRT
P1763,SET
P1764,PANTS
P1764,SHIRT
P1764,SET
P1765,PANTS
P1765,SHIRT
P1765,SET
P1766,DRESS
P1766,SKIRT
P1766,SET
P1767,PANTS
P1767,SET
P1768,NOT_SURE
P1768,PANTS
P1768,SHIRT
P1769,SET
P1770,SET
P1771,SET
P1772,DRESS
P1772,SKIRT
P1772,SET
P1773,PANTS
P1773,SHIRT
P1773,SET
P1774,PANTS
P1774,SHORTS
P1775,PANTS
P1775,SHIRT
P1775,SET
P1776,DRESS
P1776,SHIRT
P1776,SET
P1777,DRESS
P1777,SHIRT
P1777,SKIRT
P1778,SHIRT
P1778,OUTWEAR
P1778,SET
P1779,PANTS
P1779,SHIRT
P1779,SET
P1780,SET
P1781,DRESS
P1781,SHIRT
P1781,SKIRT
P1782,PANTS
P1782,DRESS
P1782,SHIRT
P1783,SET
P1784,PANTS
P1784,SHIRT
P1784,SET
P1785,PANTS
P1785,LONGSLEEVE
P1785,SHIRT
P1786,PANTS
P1786,SET
P1787,SET
P1788,LONGSLEEVE
P1788,SHIRT
P1788,SET
P1789,SET
P1790,SET
P1791,SET
P1792,SET
P1793,PANTS
P1793,SHIRT
P1793,SET
P1794,PANTS
P1794,SHIRT
P1794,SET
P1795,SET
P1796,PANTS
P1796,DRESS
P1796,SHIRT
P1797,PANTS
P1797,SHORTS
P1797,SET
P1798,SET
P1799,DRESS
P1799,SKIRT
P1799,SET
P1800,SET
P1801,PANTS
P1801,LONGSLEEVE
P1801,SHIRT
P1802,PANTS
P1802,SET
P1803,NOT_SURE
P1803,PANTS
P1803,SHIRT
P1804,SET
P1805,SET
P1806,SET
P1807,SET
P1808,NOT_SURE
P1808,DRESS
P1808,SHIRT
P1809,PANTS
P1809,SHIRT
P1809,SET
P1810,SET
P1811,SET
P1812,PANTS
P1812,SHIRT
P1812,SET
P1813,PANTS
P1813,SHIRT
P1813,SET
